created_at,is_open,owner_username,owner_id,id,last_message_body,owner_avatar_url,rate
2023-12-07 15:32:54.907+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,cfc810e7-e2db-44b7-97b4-ee5932789463,ban,,
2023-11-24 13:39:21.459+00,false,anonymousId_c85c675d-15d5-43e0-9bf3-14f19726b38c,anonymousId_c85c675d-15d5-43e0-9bf3-14f19726b38c,d5214b23-6e7b-437c-9970-20a68166c51d,33,,
2024-07-13 16:29:47.757+00,true,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,d560bf27-1d5b-44cd-8511-279a38be9b30,6,,
2024-03-06 10:17:59.019+00,false,anonymousId_cd1654f5-cd12-4fcd-8a4e-9c59b7762a74,anonymousId_cd1654f5-cd12-4fcd-8a4e-9c59b7762a74,d64f4506-8355-46ec-ada7-00ebcf63c09d,6 figures SSMA,,
2023-11-24 10:23:39.88+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,d67e3b5f-9e01-4e9c-9f5d-d9d922b14dd7,ok,,
2023-11-24 09:24:01.07+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,e0f3979a-096a-41e8-9194-2aa6175bbf25,123456,,5
2023-12-07 17:43:06.238+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,e36406be-c838-4125-9256-636f472f0aef,1234,,3
2024-05-17 16:51:06.139+00,false,anonymousId_65206f52-f7c3-418a-8ac2-24af2cdf9c9f,anonymousId_65206f52-f7c3-418a-8ac2-24af2cdf9c9f,e681e7e8-c2be-4086-b66f-4434e4429f96,this is example of real-time notification,,
2023-12-07 17:25:31.141+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,e7c9ab8d-dbce-431e-b867-f2ae07f865a7,123,,4
2023-12-07 18:14:54.857+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,e87be7e7-3703-486f-a014-f4fb469c9f59,123,,3
2023-11-23 16:07:30.32+00,false,anonymousId_b01df80c-f1c7-4e4e-b7a9-cdf6595e576a,anonymousId_b01df80c-f1c7-4e4e-b7a9-cdf6595e576a,e8d17f55-ee0c-47bf-90f9-82789c6dac42,4,,
2023-11-25 13:06:01.406+00,false,icpceduu,fbf8f0d8-6512-424e-b461-cdff896586e8,e96e5512-2f9d-452d-876f-d547407675e8,hi,,
2023-12-07 15:36:22.215+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,e99c010c-4786-496c-b163-2456138a9bfa,:),,3
2024-07-13 15:58:17.736+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,ec97bc3d-e96a-46b7-be75-ba97910e53ae,"So
Just want to make sure
That
you
see
this
msg
in
way",,
2023-12-07 15:01:18.442+00,false,anonymousId_e4a27d7f-6388-439a-9899-88c68030069f,anonymousId_e4a27d7f-6388-439a-9899-88c68030069f,ee59ae68-5ac9-4704-aa7a-5f50266766a5,strange but now it work without refreshing,,
2023-11-24 09:30:35.691+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,f001e2e8-836e-446d-815d-282b73d8a810,tes,,5
2024-01-23 15:30:52.995+00,false,anonymousId_77724e22-cc63-4518-8553-c2236ce6f410,anonymousId_77724e22-cc63-4518-8553-c2236ce6f410,f1e3fba2-b7ed-4eb0-bdcb-05fae5d7a725,Please use this chat if you really need help,,
2023-11-24 09:03:27.537+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,f20c2f06-cf65-4c69-aa63-7462fce1502c,wait,,4
2023-12-07 15:29:25.303+00,false,anonymousId_45255a99-b61a-4ff1-864e-58f75f90f568,anonymousId_45255a99-b61a-4ff1-864e-58f75f90f568,f228b2a6-0265-48c4-9eb8-32eafacdd36d,ban!,,3
2024-02-02 15:52:14.985+00,true,Nikita,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,f30bdbe6-87e7-45b2-b242-297274d1f4d1,like this,https://lh3.googleusercontent.com/a/ACg8ocIv2-Ly1z0ag3ortZ5MWBUEzQ7LBFeiJ9aazsHRzIKXnms=s96-c,
2023-12-08 09:42:58.272+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,f3f66574-a447-4d90-a6e4-ec547fbbbd1d,444,,
2023-12-07 14:55:29.276+00,false,anonymousId_33d257f2-1159-4fe0-b626-495c012b7727,anonymousId_33d257f2-1159-4fe0-b626-495c012b7727,f6db5060-ff89-4257-9df2-d98b8e02c2a5,I'm not in presence channel,,
2023-12-07 17:31:47.905+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,f835387d-7768-4b34-9357-265485673572,new,,
2024-03-24 20:04:02.498+00,false,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,fb75cdc7-54dc-4833-9e67-fb593ab7602d,man,,
2023-11-24 13:25:40.233+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,fdac4fde-3efe-4421-b5e1-3b208e2d9f85,аоаоао,,4
